text,sentiment
"LARAS HARUS BEBAS!!
Secara pribadi saya terus mengamati dan mengikuti bagaimana para aktivis demokrasi dikriminalisasi. Salah satunya Laras Faizati Khairunnisa ditangkap pada 1 September 2025 dan mulai ditahan sejak 2 September 2025 di Rutan Bareskrim Polri (kemudian dipindah ke tahanan jaksa dan rutan lain selama proses persidangan). 

Penahanan berlangsung lama (sekitar 4 bulan hingga akhir Desember 2025). Ia ditahan dengan dakwaan pasal pasal yg sanksi pidananya rata rata di atas 5 tahun. Inilah kedzoliman dan ketidaktepatan penerapan pasal yang dipakai menjerat terdakwa. Pasal-pasal yang dituduhkan (dakwaan berlapis dari jaksa):

Pasal 45A ayat (2) juncto Pasal 28 ayat (2) UU ITE (penyebaran informasi elektronik yang menimbulkan kebencian atau permusuhan berdasarkan SARA atau kelompok tertentu). Penggunaan pasal ini salah besar krn kerusuhan Agustus itu gak ada hubungannya dengan provokasi dan peristiwa SARA. Pakai pasal 28 ayat (2) ini sudah ngawur.

Kemudian penggunaan Pasal 48 ayat (1) juncto Pasal 32 ayat (1) atau (2) UU ITE, perubahan, perusakan, atau penyembunyian informasi/dokumen elektronik secara melawan hukum) ini juga salah. Pasal ini ditujukan larangan pada para hacker, bukan aktivis demokrasi. Tidak ada perbuatan mengubah informasi elektronik yg dilindungi UU ITE oleh aktivis demokrasi seperti Laras ini. Logis kalau akhirnya UU ITE tdk bisa dipakai dalam dakwaan dan tuntutan jaksa. Kasihan sekali mereka dikriminalisasi dengan penggunaan pasal pasal yg salah penerapan seperti ini.

Lalu ada lagi yang dipakai yaitu Pasal 160 KUHP (penghasutan secara lisan atau tulisan untuk melakukan perbuatan pidana atau melawan penguasa umum). Dan Pasal 161 ayat (1) KUHP (penyebaran tulisan/foto yang menghasut melakukan kekerasan atau perlawanan terhadap penguasa).

Tuduhan utama berasal dari unggahan Instagram Story Laras pada akhir Agustus 2025, saat demonstrasi berujung kerusuhan (termasuk kematian seorang ojol dilindas kendaraan polisi). Unggahan itu dianggap menghasut massa untuk membakar gedung Mabes Polri dan menyebarkan kebencian terhadap institusi Polri.

Ingat kerusuhan terjadi adalah setelah ada kematian Driver Ojol, Affan Kurniawan yg secara dramatis terlindas mobil rantis polisi. Jadi yg membuat marah demonstran itu ya kematian Affan ini. Artinya kerusuhan penyerangan kantor polisi itu dikarenakan adanya kematian driver ojol. Bukan karena provokasi konten dari aktivis.

Sementara pasal 161 KUHP itu adalah Delik Materiel, Jaksa harus membuktikan kebenaran bahwa munculnya kerusuhan itu benar2 dikarenakan tulisan atau ujaran terdakwa. Ini yang tidak masuk pasal yang didakwakan tersebut.

Cuma aparat sering asal pakai pasal pidana yang mendekati, walau sebenarnya norma larangannya tidak memenuhi unsur. Karena itu sudah sepantasnya hakim membebaskan Laras Faizati dan terdakwa lain yang kasusnya juga adanya kriminalisasi yang hampir sama, dengan penggunaan pasal pasal yg tidak tepat.",neutral
"@castwaydva masuk akal, wenak iku 🤣",positive
Nggak masuk akal,negative
sementara sekarang giliran nenek gue minta adek gue yang anterin dan adek gue lagi mens hari pertama tbtb ibu gue lgsg minta gue yang gantiin adek gue buat anterin nenek gue ke rs wkwkwk gak masuk akal 😂,negative
"Gw ga suka di kelompok ini jujur 😂 orang ini pasti sepenuhnya akan ngomong ""bagus lah orang hasil kerja gw"" yaiya soalnya hasil punya gw ga dimasukin. G-gw udh ngerjain malam malam .... setidaknya bisa lu coba dulu baru ngomong yang masuk akal. 🥹🥹",negative
@AntoniusCDN Mau di naikkan 1kWh = Rp. 1T pun gw jamin 10000% tetap rugi kalo masih ada otak2 oknum yg korup sih. Bayangin aja perusahaan yg gak ada pesaingnya bisa rugi. Masuk akal kah?,negative
harga nonton yang tidak masuk akal https://t.co/fGm9PfR5ZQ,negative
bismillah smoga harga mineralnya masuk akal,neutral
Ini kagak masuk akal bgt njir....,negative
"251225 가요대전 레카

#재민 #나재민 #JAEMIN #NCT #NCTDREAM https://t.co/TMNqzGcoR6",neutral
재민,neutral
나재민,neutral
JAEMIN,neutral
NCT,neutral
NCTDREAM,neutral
@SingYakinDer Masuk akal klo skala flat earth,positive
Jane natal tapi gaweane ra masuk akal.,negative
"Ya Allah bu sedih denger statement kayak gini. Kalo sekiranya statemennya gak masuk akal tolong jangan disampaikan ya bu, kita sebagai rakyat udah banyak kecewa sama pemerintah😔",negative
https://t.co/cjUg2jvHMJ,neutral
ga masuk akal 😭 tapi emang 😭,negative
🥺😭 https://t.co/pe5iIOdorE,negative
"@kappaross1234 @FelixSGL1 @mantabcoo @Nathanaels1611 @txttransportasi dan kl begini, saya ragu kecepatan moda ini bakal bisa cepat jika punya jangkauan hingga sampe PIK

jujur lebih masuk akal buat lrt jakarta bikin cabang ke kantor walikota jakbar n marunda

kl mau ada KA kota – bandara soetta, better KA konvensional (commuterline)",neutral
in this economy—receiving money lebih masuk akal,neutral
"⠀
⠀⠀
15. apa love language yang kamu butuhkan?
⠀",neutral
"@AntoniusCDN Sekian lama jadi menteri, ngga pernah ada satupun kebijakannya yang masuk akal. Kok ya masih bertahan, pak Wo sadarlah.",negative
megang kpu ft sambil part time jujur gak masuk akal banget sih,negative
@Bells_ss01 @flameme14 @miranthiyamada @be_xchloe Eh iya ya masuk akal secara ini emang jadwalnya pas natal. Keluarga dia d Seoul ama luar kota kan bs aja luar kota ya.haha,positive
"BAJINGAN INI FILM RELATE BANGET SAMA KEHIDUPAN GUE SIALAN, NANGIS SAMA SESEGUKAM GUEEEE",positive
"@kurromaa Untung aku jarang main TikTok, karena emang TikTok banyak sarang orang yang suka komen ngga jelas ngga masuk akal",negative
"#cortisell want to sell james scene 1 

✅rd kamar 
📍sby
bisa co shopee or manual 
vid con? dm 
💸 70k (bisa nego harga masuk akal🤗) https://t.co/Tj9arCBK6a",neutral
cortisell,neutral
"Mari kita keluarkan kata-kata mutiara dari dika, 

Ngga masuk akal
😅😅",negative
sumpah relate banget...,positive
(31) informasi random https://t.co/mjrPpkzf4w,neutral
@Lancleottt @bayupraba @kerissakti kok bisa? suka complain ke cs kah? gila si ini harganya makin lama makin ga masuk akal,negative
@darilinkedin Semua keliatan masuk akal buat dibeli.,positive
@TimnasXtra @persebayaupdate gausa juara gapapa lawanmu sudah ga masuk akal pemain naturalisasi yang pake slot pemain lokal😭,negative
"@IkuzoDAO @BitgetID Lebih baik fokus banyak aset kecil atau sedikit aset tapi kuat? Kalau modal terbatas, bagaimana cara diversifikasi yang tetap masuk akal?",neutral
apsih seunghan Gk masuk akal …………,negative
https://t.co/Rzuj9lWHmG,neutral
"relate banget aselik, sampe kepikiran “apa gua bipolar ya”. ternyata memang seperti itu yak",positive
"nobody talks about how exhausting it is to live between “things will get better” and “i can’t handle this anymore.” your emotions swing constantly, leaving you feeling both hopeful and defeated in the same day.",neutral
"Sejahat ini kah pelayan konoha? Disaat masyarakat terhimpit beban hidup yg kian syarat krn ketidak becusan mengurus negara, kini dgn entengnya bahlil ngomong naikin tarif listrik dgn alasan ga masuk akal!!!
#MerryChristmas",negative
MerryChristmas,neutral
"@hollabengs jgnkn isa diliat, wong dinalar logically ae agama iku kakean gak masuk akal. if we believe that miracles exist, it means we choose to believe. people also tend to believe there’s something greater out there when they’re at their lowest—there’s no one else left to help them.",positive
"@calumfisip so far mantep, servicenya gilaaa baik bgt pelayannya, makanannya lezat, tempatnya comfy dan harganya masih masuk akal. Minusnya jauh jir di cempaka putih",positive
@rajedalla Berarti memang begitu cara kerjanya. Jelas dan masuk akal.,positive
@joon94hope nah ini gak masuk akal.. kayak weh disana gak ada bts ngapain army sibuk kesana,negative
"@tanyakanrl boleh sebut se spesifik mungkin, asal masih masuk akal, dn kamu mampu mengusahakan. tpi jangan memaksa, di akhir doa bisa diselipkan kata2 pasrah, sebagai tanda bahwa apapun yg kamu doakan ya kembali kepada Allah, tergantung beliau baik nya menuruut Dia seperti apa",neutral
@overtake_world @STAKEHOUSE__ Mari liat apa yang terjadi saat kalian mengecewakan komunitas dengan peraturan yang tidak masuk akal untuk mengklaim vesting yang seharusnya menjadi hak hadiah kami..,negative
"maksud ku tuh, awalnya aku mau ngasih smartwatch tuh karna dia nge-gym (katanya🤷🏻‍♀️). jadi kayak semacam alat support olahraga nya gitu. dia (dulu) beberapa kali, sering bilang dia lagi sepedaan, kadang futsal juga. jadi aku pikir, masuk akal lah ya beliin smartwatch buat kado",neutral
Bbrapa hari ini mimpiku aneh dan ga masuk akal. Terus tiap hari ganti genre wkwkwkww.,negative
"@AntoniusCDN wong iki jane nek gwe kebijakan i mesti goblok dan ga pernah masuk akal, ngunu kokyo payu ae nek pemerintahan, percuma mbayar pajek trimakno nggo nggaji wong goblok isone mung nggwe statement seng ra penteng",negative
"@savkuya MASUK AKAL ITU SERIUS. Kamu cuma baca sepenggalnya aja, aslinya ada lanjutannya. 😔💧",positive
"@tanyarlfes Kayanya sender ini sering bgt lewat menfessnya, makin kesini kesanya jadi kek cerita ga masuk akal",negative
"PENULISNYA MAKE INI... jujur eps akhir ini beneran ga masuk akal kocak, banyak banget time skip nya",negative
"I swear the writers are smoking smth  writing this last ep?! Wtf u mean darim went in that hotel to FIND HER SISTER but then she accidentally met jihyeok, kiss and now we go into a relationship montage??? DIDNT WE MISS A HUGE THING HERE WHAT ABT THE SISTER?? #DynamiteKissEp14",negative
DynamiteKissEp14,neutral
"random nonton drama terbaru seo hyun jin (Love me), baru episode pertama langsung dapet banget feelingnya ceurik seember, dua duanya masuk akal nggak bisa mihak salah satu. pergi jauh dari keluarga pengennya kalau ketemu ngomongin yang happy happy aja, tapi pasti ada debatnya..",negative
"Intinya authornya pinter bangun character, bahkan ke villain pun bikin aku melongo, kata kata villainnya masuk akal 🤣🤣🤣, tapi tetep dia salah, walaupun ada beberapa bagian yg skip skip gitu, tapi dijelasin lewat narasi setelahnya, agak aneh aja ngerasanya-",positive
@kutubbaratdaya @jkxixix @karirfess Relate banget wkwk,positive
Apa sihhh ini kenapa fyp guee mendadak tarot semua mana relate banget lagiii 😭,positive
Hmm masuk akal,positive
"@tokopedijee Nemu komen: ""go vegan hanyalah konspirasi tukang sayur."" 😂",neutral
@Jane_ahib Masuk akal sih,positive
@anythingey Iya kak yang hari ini ngga masuk akal kuotanya 🥲,negative
"Ini baru harganya masuk akal, kemaren salah satu percetakan di Margonda, Art Carton + Laminasi, 3 lembar kena 51 ribu anjir. Ini 9 lembar + Laminasi + Potong kertas cuma 63 ribu https://t.co/GfnAsY8OAZ",positive
"@DhaniArdiantto @madokafc1 Ya terus kenapa????
Mw coklat mw ijo mw oren mw merah kuning,,knp vonis nya CUMA SEGITU???
Alasan2 diatas ga ada yg masuk akal,mw dia bela ini itu,mw yg salah siapa,,ttp ga masuk akal untk vonis sgitu.
Skandal yg mungkin diliat org banyak heroik,,padahal bikin malu negara...",negative
@AnakBawang55 @neVerAl0nely___ @hotmanParis Apa masuk akal 73 klub karyawannya 100rb? 1 klub punya 1.500 karyawan?,neutral
"duh kak gimna y jelasinnya, takut ga ngerti🙏 jdi gini kalian protes ke web nya pas enha naik #1 alasan protesnya ""karena presentasinya ada yg naik secara ga masuk akal"" 
kemarin juga kita kita sempet protes ke web karena KODENYA PADA GA MASUK KE EMAIL. 
hufftt",negative
"Gak ada sebut"", protes ke web, tp yg nongol lintas fandom https://t.co/KJF824VGE6",negative
COBA AUDIT SAMPAI KE DAPURNYA NANTI TERLIHAT ADA ANGGARAN TAK MASUK AKAL BUAT MITRA DAPUR 60JT / 10 HARI DILUAR ANGGARAN 15RB/ PORSI YG SAMPAI KE ANAK SKOPAH PALING ±7RB / PORSI.!?,negative
https://t.co/WA88QvyaYc,neutral
@actsyi @gomibsi hai bubub ini lirik favorite aku pasti relate banget deh 🥺🤚🏻 https://t.co/10KYfpOFVw,positive
@Aurorakenayu relate banget sih yaa,positive
"Se alay² nya Perfect Marriage Revenge, ini alur ter gajelas. Pas masuk bagian si ML di gedung kebakaran tuh udah gak masuk akal. Dari di getok kepalanya pake kaca gak berdarah, teru FL nya kuat gendong keluar gedung. Puncak gak jelas nya di eps terakhir yaitu 14 😭😭😭😭😭",negative
GAK MASUK AKAL GW KETINGGALAN NONTON INI https://t.co/lymsjTeMjX,negative
YANG JUNGWON THIS WAS FCKING INSANEEEEEE https://t.co/kM9ChXbxxc,neutral
"ini tolol bgt sih anj, jawaban dia ajak udah ga masuk akal. ya kalau orang nya sendiri ngaku itu bukan dia ya bukan blokk kok elu maksa sieh. kok malah nanya gue harus gimana? YAH BLOK ARTINYA LO SALAH. ITU BUKAN PERASAAN LAGI ANJ ITU MAH YG PUNYA DIRI SENDIRI YG NGOMONG",negative
192. orgil https://t.co/mj8nL53hGJ,negative
@zonkrecycle relate banget sih,positive
Padahal ini masuk akal buat seorang Suzuki Shinya yg kayak gitu 🤣,positive
"They planned a scene where Suzuki went up the bridge and jumped to the sea after the break up, but then scrapped the plan 

#10DANCE",neutral
10DANCE,neutral
bulan ini lumayan overspend tapi masih menjustifikasi atas nama semua yg tak beli masuk akal dan memang butuh,negative
"Tuhan, saya lelah. Masih tidak masuk akal kenapa manusia harus diberikan perasaan jika itu sebab terjadinya kehancuran, kerusakan dan kesedihan. Saya lelah, Tuhan.",negative
@grok @txtdrimedia @grok harga kebutuhan pokok naik terus dari tahun ke tahun tapi kenapa standar pendapatan masih 20000 dari 10 tahun yg lalu? Harusnya kalau mau adil pendapatan juga harus naik sesuai inflasi kan? Ga masuk akal,negative
"@BangPino__ Intinya bukan itu, bu.... 
Buat apa libur sekolah menyiapkan makan untuk anak-anak di sekolah.... 
Gak usah pakai argumen makan harus disiapkan tiap hari... Pakai logika aja....   Maksa bangett sich, kenapa pejabat sekarang aneh2 dan kinerjanya nggak masuk akal, ya",negative
@indepenSumatera Gk masuk akal infonya,negative
"Apapun alasannya, ga masuk akal bgt buat aku. Bukan soal ""toleransi beragama"" sih, kayanya basi lahya bahas itu.

Lebih kepada kepentingan masyarakat secara umum aja lah, apapun agamanya. Krn macet di jalan sampe 2 jam tuh ga masuk akal.",negative
@stobeyi23 masuk akal😮😮😮,positive
"Ya, pernyataan itu masuk akal sebagai opini kritis, mengingat Indeks Persepsi Korupsi Indonesia 37/100 (Transparency International 2024) menunjukkan korupsi masih marak. Namun, angka 80% adalah estimasi subjektif, bukan data resmi. Korupsi memang endemik, tapi ada upaya reformasi seperti KPK.",negative
"Yang bikin masuk akal, revenue dari pemakaian itu nggak berhenti di kas project. Sebagian dipakai buat burn dan buyback. Jadi logikanya jelas, usage naik, revenue naik, supply makin ketat. Ini mekanisme aktif, bukan roadmap.",positive
gak masuk akal anjir nih haid nya,negative
"@ape_lo_ Iya juga sih, utk musim ini target udh harus lbh tinggi lagi gbs sekedar juara liga aja, jd masuk akal kalo Persib narget pemain2 kaya gini, gengsi sm LCS musim lalu",positive
@grok @txtdrimedia @grok Inflasi turun tapi kenapa semua harga naik? Pengangguran turun padahal kemarin banyak pabrik yg PHK? Kemiskinan turun tapi standar kemiskinan diturunkan jadi 20000 / hari? Ga masuk akal @grok .,negative
"@ODET0STRIFE Masuk akal, tapi itu hanya berlaku jika ada yang lihat. ( Cubit? )",negative
"Huh..jadi identitas M dan N pun akhirnya terungkap. Hmm, pantesan. Beberapa hal masuk akal sekarang 😆",positive
@sxlvxrmxst Masuk akal 🥲,positive
@wooharrv Tapi sekarang permasalahannya akun tiktok Harry lagi kena Sb tapi kok ini sampai seret nevy itu yang menurut aku gak masuk akal aja,negative
@cariakuu_ valid sih yaa itu,positive
@realiazed Relate banget lagi,positive
Liat drakor i dol i jadi kepikiran kehidupan idol2 gueh...relate banget jir😓😓,positive
"@Racunkudishopee In this era, sesuatu yang seperti ini lebih masuk akal untuk dibeli.",positive
ga masuk akal ada judi beginian?!?!?!,negative
@MoSalah Goallll https://t.co/HEvnoO2VGm,neutral
"@arnophiles Di tahap ini, clearly mereka emg mau cari alesan dan kesempatan aja buat hate jh &amp; jiayidans🙄🙄 krn jujur ga masuk akal dan konyol bgt narasi yg mereka buat tuhh 💀",negative
@pesonanegri Relate banget sih kak,positive
@viraniih Lah iya lagi . Aku gak ngeuh kesanaz paling masuk akal ini sih hahah,positive
@wilonaaa dih relate banget lagi,positive
"Tp bingung, uangnya pas2an, beli yg murah kyk gmn deh, beli yg mahal kyk oi gak masuk akal hp harga segitu 😭 blm lgi pusing mikirin mau beli seri yg mna",negative
fr https://t.co/oUP5Weq1ca,neutral
@laffythfc Not bad,positive
"@sweetleeTY jujur aku juga takut

tadi cek websitenya yg taeyonginjakarta masii aman sih, semoga bukan apa-apa yaa, semoga cuman kena suspend.",neutral
"@WHLeavitt What are you talking about.
Christ protect good people, not bad people.
Don't you know that?",neutral
"@StandUpForTrmp I think twice. Not bad at all, felt like a cold.",positive
"@junpieyo_n @tanyakanrl Chipset ngaruh bgt, apalagi kalo mau dipake jangka panjang hp nya. Reno biasa pake kaca sama aluminium, jelas kerasa mahal pas dipegang. 

Asal pake case dan tempered glass yg proteksinya bagus, mestinya aman sih",neutral
"@BilldaiBill Not bad, do you have time to play golf on weekends?",positive
"You said it took a generationally bad game from him vs Oregon to win the game, implying if he played normally (not bad, obviously) TT would’ve won. Then you say he was “just bad” and when presented with a counterpoint (his good NFL play) you combat that too. You’re contradicting yourself and making a fool out of yourself. Bad college qbs don’t become good nfl qbs.",positive
@BBGreatMoments Not bad!,positive
@14thPrimeCustom Not bad https://t.co/FGiukJzpSI,positive
"@ByNateTaylor Absolutely Nate. Watson, Williams, Fulton with Cook and Hicks in the back isn’t bad. Not elite, but not bad.",positive
"This year we found out grandma was 5 or 6 months pregnant when she got married. Which is not bad in itself, obviously, but incredibly funny because she was the world's most judgmental gossipy Catholic woman when she was alive, and she took that  secret to the grave",positive
"stop tweeting about work, start tweeting your family gossip for chrissakes it's the holidays",neutral
"@Goofysmart1 Good mornings 
Looking not bad",positive
@neevinvt @Shadow_Wolf262 My gf hates when I give her money lol says it makes her feel bad but we love giving gifts back and forth its not bad to give the occasional gift or money but when they start asking for money it feels like youre a bank account and not a boy friend.,positive
"@kuropoapoa Um~~~
Not bad",positive
@___Harald___ GZ weather From msn. 86 Quality is not bad at all https://t.co/F3qCoBe8NW,positive
"@ElinaMia34 Not bad at all! In fact, you’re looking very beautiful and sexy!",positive
@otokyo__ 20 - not bad but never been to Paris and that bought my score down,positive
"@seth_fin It sure points that way, it's not bad.",positive
@psvm_john @B_a_R_Podcast @BriskerSzn He went to conference championship as a rookie. Not bad if you ask me,positive
@clend_t I did the rum tonight. Captain Morgan of course. Not bad. https://t.co/rFKVh42jIm,positive
"@WxGabe2005 Someone's gotta throw the ball to them 🤷🏻‍♂️
He's not bad I just have a hard time deciding if he's good..",positive
@MeghanMcCain @SnoopDogg Not bad but Creeds is the 🐐 halftime performance,positive
